aprtfEtryptDt,total,MB,MK,MS
2021121001,0,0.0,0.0,0.0
2021121002,0,0.0,0.0,0.0
2021121003,0,0.0,0.0,0.0
2021121004,0,0.0,0.0,0.0
2021121005,0,0.0,0.0,0.0
2021121006,0,0.0,0.0,0.0
2021121007,0,0.0,0.0,0.0
2021121008,0,0.0,0.0,0.0
2021121009,0,0.0,0.0,0.0
2021121010,0,0.0,0.0,0.0
2021121011,0,0.0,0.0,0.0
2021121012,0,0.0,0.0,0.0
2021121013,0,0.0,0.0,0.0
2021121014,0,0.0,0.0,0.0
2021121015,0,0.0,0.0,0.0
2021121016,0,0.0,0.0,0.0
2021121017,0,0.0,0.0,0.0
2021121018,0,0.0,0.0,0.0
2021121019,0,0.0,0.0,0.0
2021121020,0,0.0,0.0,0.0
2021121021,0,0.0,0.0,0.0
2021121022,0,0.0,0.0,0.0
2021121023,0,0.0,0.0,0.0
2021121024,0,0.0,0.0,0.0
2021121017,149,77.4230638007506,25.943250312748777,45.63368588650062
2021121016,90,46.76560900716479,15.670419651995905,27.563971340839302
2021121013,90,46.76560900716479,15.670419651995905,27.563971340839302
2021121016,77,40.01057659501876,13.406914591152052,23.582508813829183
2021121004,180,93.53121801432958,31.34083930399181,55.127942681678604
2021121010,148,76.90344592289321,25.76913453883771,45.327419538269076
2021121001,0,0.0,0.0,0.0
2021121002,0,0.0,0.0,0.0
2021121003,0,0.0,0.0,0.0
2021121004,0,0.0,0.0,0.0
2021121005,0,0.0,0.0,0.0
2021121006,0,0.0,0.0,0.0
2021121007,0,0.0,0.0,0.0
2021121008,0,0.0,0.0,0.0
2021121009,0,0.0,0.0,0.0
2021121010,0,0.0,0.0,0.0
2021121011,0,0.0,0.0,0.0
2021121012,0,0.0,0.0,0.0
2021121013,0,0.0,0.0,0.0
2021121014,0,0.0,0.0,0.0
2021121015,0,0.0,0.0,0.0
2021121016,0,0.0,0.0,0.0
2021121017,0,0.0,0.0,0.0
2021121018,0,0.0,0.0,0.0
2021121019,0,0.0,0.0,0.0
2021121020,0,0.0,0.0,0.0
2021121021,0,0.0,0.0,0.0
2021121022,0,0.0,0.0,0.0
2021121023,0,0.0,0.0,0.0
2021121024,0,0.0,0.0,0.0
